"Governorate","sector","activity","Partner","Area","Refugee.Camps","Start","End","Total","costunit","gender","target","Objective","Sector","Category","Output","RegionCODE","Area2"
"Zarqa","PROT[2]Community Empowered; Services to Vuln","[REF2.5]Social Cohesion/Coexistence","UNHCR","Zarqa Governorate",,"2015-01-01","2015-12-31",666099,"b- 50-99$","1-All","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Social Cohesion/Coexistence","1712","ZARQA"
"Zarqa","BASIC NEEDS[1]Basic HH Needs are met","[REF1.4]Seasonal Assist for Harsh Weather","Caritas","Zarqa Governorate",,"2015-01-01","2015-12-31",378178,"b- 50-99$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Seasonal Assist for Harsh Weather","1712","ZARQA"
"Zarqa","BASIC NEEDS[1]Basic HH Needs are met","[REF1.1]Provision of NFIs/Vouchers (Camp)","UNHCR","Azraq Camp","Azraq","2015-01-01","2015-12-31",2465465,"a- 0-49$","1-All","Camp only","Basic HH Needs are met","BASIC NEEDS","Refugee","Provision of NFIs/Vouchers (Camp)","2","Azraq"
"Zarqa","EDU[2]Quality/Protective Learning Environs.","[REF2.2]Training Edc. Service Providers","SCI","Zarqa Governorate",,"2015-01-01","2015-12-31",13984,"c- 100-249$","7-Adult","Host, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee","Training Edc. Service Providers","1712","ZARQA"
,"PROT[1]Refugee Rights Respected","[REF1.2]Registr & Profiling","ACTED","Country Wide",,"2015-01-01","2015-12-31",1170400,"No Unit cost","2-No reported target","No reported target","Refugee Rights Respected","PROTECTION","Refugee","Registr & Profiling","1","Country Wide Intervention"
,"PROT[1]Refugee Rights Respected","[REF1.2]Registr & Profiling","UNHCR","Country Wide",,"2015-01-01","2015-12-31",5e+06,"No Unit cost","2-No reported target","No reported target","Refugee Rights Respected","PROTECTION","Refugee","Registr & Profiling","1","Country Wide Intervention"
,"PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","UNHCR","Country Wide",,"2015-01-01","2015-12-31",860580,"a- 0-49$","1-All","Camp, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1","Country Wide Intervention"
,"FOOD/LIV[2]Promote Safe/Nutr/Diverse Food","[REF2.1]Nutrition Support & Education","FPSC","Country Wide",,"2015-01-01","2015-12-31",150000,"d- 250-499$","8-Women only","Host, Urban & Rural","Promote Safe/Nutr/Diverse Food","FOOD/LIVELIHOOD","Refugee","Nutrition Support & Education","1","Country Wide Intervention"
,"PROT[3]SGBV Prevention & Response","[REF3.2]Survivors Access to Case Management and MultiSector Services","UNICEF","Country Wide",,"2015-01-01","2015-12-31",3e+05,"e- 500-2000$","1-All","Urban & Rural only","SGBV Prevention & Response","PROTECTION","Refugee","Survivors Access to Case Management and Mu","1","Country Wide Intervention"
,"EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","UNHCR","Country Wide",,"2015-01-01","2015-12-31",150000,"b- 50-99$","6-Minor only","Camp only","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","1","Country Wide Intervention"
,"HLTH[2]Secondary/Tertiary Care","[REF2.1]Comprehensive secondary mental health service provided, ","WHO","Country Wide",,"2015-01-01","2015-12-31",1e+05,"b- 50-99$","1-All","Urban & Rural only","Secondary/Tertiary Care","HEALTH","Refugee","Comprehensive secondary mental health serv","1","Country Wide Intervention"
,"HLTH[1]Primary Health Care","[REF1.1]Comm. Disease Mngt / EPI services","IOM","Camp",,"2015-01-01","2015-12-31",130000,"a- 0-49$","6-Minor only","Camp only","Primary Health Care","HEALTH","Refugee","Comm. Disease Mngt / EPI services","2","ALL CAMPS IN JORDAN"
,"HLTH[2]Secondary/Tertiary Care","[REF2.5]Secondary/Tertiary Referrals","UNHCR","Country Wide",,"2015-01-01","2015-12-31",6113030,"d- 250-499$","1-All","All","Secondary/Tertiary Care","HEALTH","Refugee","Secondary/Tertiary Referrals","1","Country Wide Intervention"
,"HLTH[1]Primary Health Care","[REF1.4]SGBV clinical services","UNFPA","Country Wide",,"2015-01-01","2015-12-31",1e+05,"a- 0-49$","1-All","All","Primary Health Care","HEALTH","Refugee","SGBV clinical services","1","Country Wide Intervention"
,"HLTH[3]Integrated Community Interventions","[REF3.4]Mat/Child (incl. neonatal) Health mngt ","UNHCR","Country Wide",,"2015-01-01","2015-12-31",50000,"No Unit cost","2-No reported target","No reported target","Integrated Community Interventions","HEALTH","Refugee","Mat/Child (incl. neonatal) Health mngt ","1","Country Wide Intervention"
,"PROT[3]SGBV Prevention & Response","[REF3.2]Survivors Access to Case Management and MultiSector Services","UNFPA","Country Wide",,"2015-01-01","2015-12-31",91576,"c- 100-249$","1-All","Camp only","SGBV Prevention & Response","PROTECTION","Refugee","Survivors Access to Case Management and Mu","1","Country Wide Intervention"
,"HLTH[1]Primary Health Care","[REF1.5]Inf/Child Feeding practice","UNICEF","Country Wide",,"2015-01-01","2015-12-31",4e+06,"No Unit cost","2-No reported target","No reported target","Primary Health Care","HEALTH","Refugee","Inf/Child Feeding practice","1","Country Wide Intervention"
,"PROT[3]SGBV Prevention & Response","[REF3.2]Survivors Access to Case Management and MultiSector Services","UNFPA","Country Wide",,"2015-01-01","2015-12-31",41250,"d- 250-499$","1-All","Host, Urban & Rural","SGBV Prevention & Response","PROTECTION","Refugee","Survivors Access to Case Management and Mu","1","Country Wide Intervention"
,"PROT[3]SGBV Prevention & Response","[REF3.2]Survivors Access to Case Management and MultiSector Services","UNHCR","Country Wide",,"2015-01-01","2015-12-31",1200000,"d- 250-499$","1-All","All","SGBV Prevention & Response","PROTECTION","Refugee","Survivors Access to Case Management and Mu","1","Country Wide Intervention"
,"EDU[2]Quality/Protective Learning Environs.","[REF2.2]Training Edc. Service Providers","UNICEF","Country Wide",,"2015-01-01","2015-12-31",1e+06,"d- 250-499$","7-Adult","All","Quality/Protective Learning Environs.","EDUCATION","Refugee","Training Edc. Service Providers","1","Country Wide Intervention"
,"PROT[3]SGBV Prevention & Response","[REF3.3]Govt and non-govt actors in all sectors are able to provide informed referral and appropriate services to SGBV survivors, and incorporate SGBV risk mitigation strategies in the planning and implementation of their activities","UNICEF","Country Wide",,"2015-01-01","2015-12-31",57600,"No Unit cost","2-No reported target","No reported target","SGBV Prevention & Response","PROTECTION","Refugee","Govt and non-govt actors in all sectors ar","1","Country Wide Intervention"
,"WASH[3]Hygiene promotion","[REF3.1]Refugee Hygiene Promotion","UNICEF","Country Wide",,"2015-01-01","2015-12-31",5e+05,"a- 0-49$","1-All","Host, Urban & Rural","Hygiene promotion","WASH","Refugee","Refugee Hygiene Promotion","1","Country Wide Intervention"
,"HLTH[1]Primary Health Care","[REF1.4]SGBV clinical services","JHAS","Country Wide",,"2015-01-01","2015-12-31",50000,"e- 500-2000$","1-All","Urban & Rural only","Primary Health Care","HEALTH","Refugee","SGBV clinical services","1","Country Wide Intervention"
,"PROT[1]Refugee Rights Respected","[REF1.3]Access Legal Assistance","UNHCR","Country Wide",,"2015-01-01","2015-12-31",144108,"e- 500-2000$","1-All","Camp, Urban & Rural","Refugee Rights Respected","PROTECTION","Refugee","Access Legal Assistance","1","Country Wide Intervention"
,"FOOD/LIV[3]Coordination & Assessments","[REF3.1]InterAgency Data Collection Systems","WFP","Country Wide",,"2015-01-01","2015-12-31",150000,"No Unit cost","2-No reported target","No reported target","Coordination & Assessments","FOOD/LIVELIHOOD","Refugee","InterAgency Data Collection Systems","1","Country Wide Intervention"
,"WASH[2]Access to Sanitation","[REF2.3]Sanitation in School/Clinics","UNHCR","Country Wide",,"2015-01-01","2015-12-31",14000,"No Unit cost","2-No reported target","No reported target","Access to Sanitation","WASH","Refugee","Sanitation in School/Clinics","1","Country Wide Intervention"
,"EDU[1]Access to Inclusive Education","[REF1.5]Special Needs Access Educ/PSS","UNHCR","Country Wide",,"2015-01-01","2015-12-31",665000,"f- >2000$","6-Minor only","Urban & Rural only","Access to Inclusive Education","EDUCATION","Refugee","Special Needs Access Educ/PSS","1","Country Wide Intervention"
,"WASH[2]Access to Sanitation","[REF2.3]Sanitation in School/Clinics","UNICEF","Country Wide",,"2015-01-01","2015-12-31",1500000,"a- 0-49$","6-Minor only","Host, Urban & Rural","Access to Sanitation","WASH","Refugee","Sanitation in School/Clinics","1","Country Wide Intervention"
,"PROT[4]Child Protection","[REF4.2]Advocacy & Knowledge Generation","TDH","Country Wide",,"2015-01-01","2015-12-31",25000,"No Unit cost","2-No reported target","No reported target","Child Protection","PROTECTION","Refugee","Advocacy & Knowledge Generation","1","Country Wide Intervention"
,"WASH[2]Access to Sanitation","[REF2.2]Sewer Networks","UNHCR","Country Wide",,"2015-01-01","2015-12-31",620000,"No Unit cost","2-No reported target","No reported target","Access to Sanitation","WASH","Refugee","Sewer Networks","1","Country Wide Intervention"
,"PROT[3]SGBV Prevention & Response","[REF3.2]Survivors Access to Case Management and MultiSector Services","IRC","Country Wide",,"2015-01-01","2015-12-31",61287,"c- 100-249$","1-All","Camp only","SGBV Prevention & Response","PROTECTION","Refugee","Survivors Access to Case Management and Mu","1","Country Wide Intervention"
,"HLTH[1]Primary Health Care","[REF1.2]Improved NCD Mngt","UNHCR","Country Wide",,"2015-01-01","2015-12-31",10000,"c- 100-249$","7-Adult","Host only","Primary Health Care","HEALTH","Refugee","Improved NCD Mngt","1","Country Wide Intervention"
,"EDU[1]Access to Inclusive Education","[REF1.1]Formal Educ Prim/Secondary","UNICEF","Country Wide",,"2015-01-01","2015-12-31",9660000,"a- 0-49$","1-All","Camp, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Formal Educ Prim/Secondary","1","Country Wide Intervention"
,"FOOD/LIV[1]Access to Food","[REF1.2] School Feeding ","WFP","Camp",,"2015-01-01","2015-12-31",609000,"a- 0-49$","6-Minor only","Camp only","Access to Food","FOOD/LIVELIHOOD","Refugee"," School Feeding ","2","ALL CAMPS IN JORDAN"
,"PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","UNHCR","Country Wide",,"2015-01-01","2015-12-31",2868599,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1","Country Wide Intervention"
,"HLTH[3]Integrated Community Interventions","[REF3.2]Community Hlth Network","IMC","Country Wide",,"2015-01-01","2015-12-31",5000,"No Unit cost","2-No reported target","No reported target","Integrated Community Interventions","HEALTH","Refugee","Community Hlth Network","1","Country Wide Intervention"
,"FOOD/LIV[3]Coordination & Assessments","[REF3.1]InterAgency Data Collection Systems","ACTED","Country Wide",,"2015-01-01","2015-12-31",235900,"a- 0-49$","1-All","All","Coordination & Assessments","FOOD/LIVELIHOOD","Refugee","InterAgency Data Collection Systems","1","Country Wide Intervention"
,"WASH[1]Access to Safe Water","[REF1.2]Piped water networks","UNHCR","Country Wide",,"2015-01-01","2015-12-31",344232,"No Unit cost","2-No reported target","No reported target","Access to Safe Water","WASH","Refugee","Piped water networks","1","Country Wide Intervention"
,"HLTH[2]Secondary/Tertiary Care","[REF2.5]Secondary/Tertiary Referrals","JHAS","Country Wide",,"2015-01-01","2015-12-31",350000,"e- 500-2000$","1-All","Urban & Rural only","Secondary/Tertiary Care","HEALTH","Refugee","Secondary/Tertiary Referrals","1","Country Wide Intervention"
,"EDU[1]Access to Inclusive Education","[REF1.6]Youth benefit from higher education","UNHCR","Country Wide",,"2015-01-01","2015-12-31",935647,"f- >2000$","7-Adult","Camp, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Youth benefit from higher education","1","Country Wide Intervention"
,"HLTH[3]Integrated Community Interventions","[REF3.1]Community Health Teams","IMC","Country Wide",,"2015-01-01","2015-12-31",42000,"No Unit cost","2-No reported target","No reported target","Integrated Community Interventions","HEALTH","Refugee","Community Health Teams","1","Country Wide Intervention"
,"PROT[2]Community Empowered; Services to Vuln","[REF2.5]Social Cohesion/Coexistence","TDH","Country Wide",,"2015-01-01","2015-12-31",2500,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Social Cohesion/Coexistence","1","Country Wide Intervention"
,"WASH[1]Access to Safe Water","[REF1.2]Piped water networks","UNICEF","Country Wide",,"2015-01-01","2015-12-31",13500000,"a- 0-49$","1-All","Host, Urban & Rural","Access to Safe Water","WASH","Refugee","Piped water networks","1","Country Wide Intervention"
,"PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","FPSC","Country Wide",,"2015-07-01","2015-12-31",360000,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1","Country Wide Intervention"
,"EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","UNICEF","Country Wide",,"2015-01-01","2015-12-31",8183070,"c- 100-249$","1-All","All","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","1","Country Wide Intervention"
,"HLTH[1]Primary Health Care","[REF1.1]Comm. Disease Mngt / EPI services","WHO","Country Wide",,"2015-01-01","2015-12-31",8e+05,"No Unit cost","2-No reported target","No reported target","Primary Health Care","HEALTH","Refugee","Comm. Disease Mngt / EPI services","1","Country Wide Intervention"
,"PROT[1]Refugee Rights Respected","[REF1.1]Asylum/Detention/Non-Refoul","UNHCR","Country Wide",,"2015-01-01","2015-12-31",1e+05,"No Unit cost","2-No reported target","No reported target","Refugee Rights Respected","PROTECTION","Refugee","Asylum/Detention/Non-Refoul","1","Country Wide Intervention"
,"PROT[3]SGBV Prevention & Response","[REF3.1]Community Prevention initiatives","IOM","Country Wide",,"2015-01-01","2015-12-31",7e+05,"a- 0-49$","1-All","Host, Urban & Rural","SGBV Prevention & Response","PROTECTION","Refugee","Community Prevention initiatives","1","Country Wide Intervention"
,"PROT[1]Refugee Rights Respected","[REF1.2]Registr & Profiling","UNHCR","Country Wide",,"2015-01-01","2015-12-31",4360270,"b- 50-99$","1-All","Urban & Rural only","Refugee Rights Respected","PROTECTION","Refugee","Registr & Profiling","1","Country Wide Intervention"
,"EDU[2]Quality/Protective Learning Environs.","[REF2.4]Improved Public Learning Spaces","UNICEF","Country Wide",,"2015-01-01","2015-12-31",2136439,"b- 50-99$","6-Minor only","Camp, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee","Improved Public Learning Spaces","1","Country Wide Intervention"
,"WASH[2]Access to Sanitation","[REF2.1]San/Waste Water Collection","UNHCR","Country Wide",,"2015-01-01","2015-12-31",92000,"No Unit cost","2-No reported target","No reported target","Access to Sanitation","WASH","Refugee","San/Waste Water Collection","1","Country Wide Intervention"
,"EDU[1]Access to Inclusive Education","[REF1.2]Cert. Alt/Non-Formal Education","UNESCO","Country Wide",,"2015-01-15","2015-12-15",7e+05,"d- 250-499$","1-All","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Cert. Alt/Non-Formal Education","1","Country Wide Intervention"
,"WASH[2]Access to Sanitation","[REF2.2]Sewer Networks","UNHCR","Country Wide",,"2015-01-01","2015-12-31",574000,"No Unit cost","2-No reported target","No reported target","Access to Sanitation","WASH","Refugee","Sewer Networks","1","Country Wide Intervention"
,"PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","TDH","Country Wide",,"2015-01-01","2015-12-31",275000,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1","Country Wide Intervention"
,"HLTH[1]Primary Health Care","[REF1.1]Comm. Disease Mngt / EPI services","IOM","Country Wide",,"2015-01-01","2015-12-31",47712,"No Unit cost","2-No reported target","No reported target","Primary Health Care","HEALTH","Refugee","Comm. Disease Mngt / EPI services","1","Country Wide Intervention"
,"WASH[2]Access to Sanitation","[REF2.1]San/Waste Water Collection","UNICEF","Country Wide",,"2015-01-01","2015-12-31",1e+06,"a- 0-49$","1-All","Host, Urban & Rural","Access to Sanitation","WASH","Refugee","San/Waste Water Collection","1","Country Wide Intervention"
,"PROT[3]SGBV Prevention & Response","[REF3.3]Govt and non-govt actors in all sectors are able to provide informed referral and appropriate services to SGBV survivors, and incorporate SGBV risk mitigation strategies in the planning and implementation of their activities","UNFPA","Country Wide",,"2015-01-01","2015-12-01",5e+05,"No Unit cost","2-No reported target","No reported target","SGBV Prevention & Response","PROTECTION","Refugee","Govt and non-govt actors in all sectors ar","1","Country Wide Intervention"
,"PROT[3]SGBV Prevention & Response","[REF3.2]Survivors Access to Case Management and MultiSector Services","UNHCR","Country Wide",,"2015-01-01","2015-12-31",4e+05,"c- 100-249$","1-All","All","SGBV Prevention & Response","PROTECTION","Refugee","Survivors Access to Case Management and Mu","1","Country Wide Intervention"
,"PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","UNHCR","Country Wide",,"2015-01-01","2015-12-31",1117797,"a- 0-49$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1","Country Wide Intervention"
,"PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","UNFPA","Country Wide",,"2015-01-01","2015-12-31",1500000,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1","Country Wide Intervention"
,"WASH[3]Hygiene promotion","[REF3.1]Refugee Hygiene Promotion","UNHCR","Country Wide",,"2015-01-01","2015-12-31",115000,"No Unit cost","2-No reported target","No reported target","Hygiene promotion","WASH","Refugee","Refugee Hygiene Promotion","1","Country Wide Intervention"
